key,motion,user,eye,session,K,anchor_index,anchor_ts_us,ts_lo,ts_hi,n_frames,n_events,q_good,q_frontal,q_illum,event_file,label_dir
smooth_pursuit_user9_left_session_2_0_1_w059_a000710,smooth_pursuit,user9,left,session_2_0_1,11,710,1659091196370654,1659091196170654,1659091196570654,11,30530,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w059_a000710.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w059_a000710
smooth_pursuit_user9_left_session_2_0_1_w069_a000810,smooth_pursuit,user9,left,session_2_0_1,11,810,1659091200370657,1659091200170657,1659091200570658,11,8594,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w069_a000810.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w069_a000810
smooth_pursuit_user9_left_session_2_0_1_w079_a000910,smooth_pursuit,user9,left,session_2_0_1,11,910,1659091204370661,1659091204170660,1659091204570661,11,12158,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w079_a000910.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w079_a000910
smooth_pursuit_user9_left_session_2_0_1_w089_a001010,smooth_pursuit,user9,left,session_2_0_1,11,1010,1659091208370664,1659091208170664,1659091208570664,11,9319,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w089_a001010.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w089_a001010
smooth_pursuit_user9_left_session_2_0_1_w099_a001110,smooth_pursuit,user9,left,session_2_0_1,11,1110,1659091212370667,1659091212170667,1659091212570667,11,9097,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w099_a001110.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w099_a001110
smooth_pursuit_user9_left_session_2_0_1_w109_a001210,smooth_pursuit,user9,left,session_2_0_1,11,1210,1659091216370670,1659091216170670,1659091216570670,11,24150,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w109_a001210.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w109_a001210
smooth_pursuit_user9_left_session_2_0_1_w119_a001310,smooth_pursuit,user9,left,session_2_0_1,11,1310,1659091220370673,1659091220170673,1659091220570674,11,7939,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w119_a001310.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w119_a001310
smooth_pursuit_user9_left_session_2_0_1_w129_a001410,smooth_pursuit,user9,left,session_2_0_1,11,1410,1659091224370677,1659091224170677,1659091224570677,11,10167,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w129_a001410.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w129_a001410
smooth_pursuit_user9_left_session_2_0_1_w139_a001510,smooth_pursuit,user9,left,session_2_0_1,11,1510,1659091228370680,1659091228170680,1659091228570680,11,69445,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w139_a001510.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w139_a001510
smooth_pursuit_user9_left_session_2_0_1_w149_a001610,smooth_pursuit,user9,left,session_2_0_1,11,1610,1659091232370683,1659091232170683,1659091232570683,11,8202,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w149_a001610.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w149_a001610
smooth_pursuit_user9_left_session_2_0_1_w159_a001710,smooth_pursuit,user9,left,session_2_0_1,11,1710,1659091236370686,1659091236170686,1659091236570686,11,14609,True,True,True,../samples/event/smooth_pursuit_user9_left_session_2_0_1_w159_a001710.npz,../samples/label/smooth_pursuit_user9_left_session_2_0_1_w159_a001710
